id_cliente,cliente_ativo,genero,cliente_idoso,cliente_parceiro,cliente_dependentes,meses_contrato,linha_telefonica,multiplas_linhas,provedor_internet,seguranca_online,backup_online,protecao_dispositivo,suporte_tecnico,streaming_TV,streaming_filmes,tipo_contrato,fatura_digital,meio_pagamento,fatura_mensal,custo_total,contas_diarias
0235-KGSLC,Não,Feminino,Não,Não,Não,1,Sim,Não,Fibra óptica,Não,Não,Sim,Não,Sim,Não,Mensal,Sim,Cartão de crédito (automático),85.55,85.55,2.85
0236-HFWSV,Não,Masculino,Não,Não,Não,15,Sim,Sim,Fibra óptica,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,Cheque eletrônico,93.35,1444.65,3.11
0237-YFUTL,Sim,Feminino,Não,Sim,Não,50,Sim,Sim,Fibra óptica,Sim,Sim,Não,Sim,Sim,Sim,Mensal,Sim,Transferência bancária (automático),109.65,5405.8,3.66
0238-WHBIQ,Sim,Masculino,Não,Sim,Sim,72,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Bienal,Não,Cartão de crédito (automático),89.7,6339.3,2.99
0239-OXEXL,Sim,Feminino,Não,Não,Não,46,Sim,Sim,Fibra óptica,Sim,Sim,Não,Não,Não,Não,Mensal,Não,Cheque via correio,84.25,3847.6,2.81
0244-LGNFY,Sim,Feminino,Não,Sim,Sim,72,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Bienal,Não,Transferência bancária (automático),92.65,6733.0,3.09
0247-SLUJI,Sim,Masculino,Não,Sim,Sim,1,Sim,Não,Sem serviço de internet,Não,Não,Não,Não,Não,Não,Mensal,Não,Cheque via correio,19.7,19.7,0.66
0248-IPDFW,Sim,Feminino,Não,Não,Não,1,Sim,Sim,DSL,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque eletrônico,50.1,50.1,1.67
0248-PGHBZ,Sim,Feminino,Sim,Não,Não,67,Sim,Não,Fibra óptica,Sim,Sim,Não,Sim,Sim,Não,Bienal,Sim,Transferência bancária (automático),92.45,6140.85,3.08
0253-ZTEOB,Sim,Feminino,Não,Sim,Sim,48,Sim,Sim,DSL,Não,Sim,Não,Sim,Sim,Sim,Bienal,Não,Cheque eletrônico,79.65,3870.3,2.66
0254-FNMCI,Sim,Feminino,Não,Não,Não,72,Sim,Não,Fibra óptica,Sim,Sim,Sim,Sim,Sim,Sim,Bienal,Sim,Cheque eletrônico,109.9,7624.2,3.66
0254-KCJGT,Sim,Masculino,Não,Sim,Não,52,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Não,Sim,Anual,Sim,Cartão de crédito (automático),81.4,4354.45,2.71
0254-WWRKD,Sim,Feminino,Não,Sim,Sim,67,Sim,Não,DSL,Não,Sim,Não,Não,Não,Não,Anual,Não,Cartão de crédito (automático),50.55,3431.75,1.68
0256-LTHVJ,Não,Feminino,Não,Sim,Sim,28,Sim,Não,Fibra óptica,Não,Não,Não,Não,Não,Sim,Mensal,Sim,Cheque eletrônico,81.05,2227.1,2.7
0257-KXZGU,Sim,Feminino,Não,Sim,Sim,32,Sim,Sim,DSL,Não,Sim,Sim,Não,Não,Não,Mensal,Não,Transferência bancária (automático),62.45,2045.55,2.08
0257-ZESQC,Não,Feminino,Sim,Sim,Não,27,Sim,Não,Fibra óptica,Sim,Não,Não,Não,Não,Não,Mensal,Sim,Transferência bancária (automático),75.2,1929.35,2.51
0258-NOKBL,Sim,Masculino,Não,Não,Não,3,Sim,Não,Fibra óptica,Não,Sim,Sim,Não,Não,Sim,Mensal,Não,Cheque eletrônico,90.4,268.45,3.01
0259-GBZSH,Não,Masculino,Não,Não,Não,2,Sim,Sim,Fibra óptica,Não,Não,Não,Não,Sim,Não,Mensal,Sim,Cheque eletrônico,85.65,181.5,2.86
0260-ZDLGK,Não,Feminino,Não,Não,Sim,9,Sim,Não,DSL,Não,Não,Sim,Sim,Sim,Sim,Mensal,Sim,Cheque via correio,72.9,651.4,2.43
0263-FJTQO,Sim,Masculino,Não,Sim,Sim,50,Sim,Sim,DSL,Sim,Não,Não,Sim,Sim,Não,Bienal,Sim,Cartão de crédito (automático),70.5,3486.65,2.35
0264-CNITK,Sim,Feminino,Não,Sim,Sim,71,Sim,Não,Sem serviço de internet,Não,Não,Não,Não,Não,Não,Bienal,Não,Transferência bancária (automático),20.1,1389.6,0.67
0265-EDXBD,Não,Masculino,Sim,Sim,Não,32,Sim,Sim,Fibra óptica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque eletrônico,74.9,2303.35,2.5
0265-PSUAE,Sim,Feminino,Não,Sim,Sim,16,Sim,Não,Fibra óptica,Sim,Não,Sim,Não,Sim,Sim,Mensal,Não,Transferência bancária (automático),100.7,1522.7,3.36
0266-CLZKZ,Sim,Feminino,Não,Sim,Sim,67,Sim,Sim,Fibra óptica,Não,Não,Sim,Sim,Sim,Sim,Bienal,Sim,Transferência bancária (automático),105.65,6717.9,3.52
0266-GMEAO,Sim,Masculino,Não,Sim,Sim,72,Sim,Sim,Fibra óptica,Sim,Sim,Sim,Sim,Sim,Sim,Bienal,Sim,Cartão de crédito (automático),114.3,8058.55,3.81
0268-QKIWO,Não,Feminino,Não,Não,Não,3,Sim,Não,Sem serviço de internet,Não,Não,Não,Não,Não,Não,Mensal,Não,Cheque eletrônico,19.75,58.85,0.66
0269-XFESX,Sim,Masculino,Não,Sim,Sim,23,Sim,Sim,Sem serviço de internet,Não,Não,Não,Não,Não,Não,Anual,Não,Cheque via correio,24.35,538.5,0.81
0270-THENM,Sim,Masculino,Não,Sim,Sim,72,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Não,Não,Bienal,Não,Transferência bancária (automático),69.85,5102.35,2.33
0274-JKUJR,Sim,Masculino,Não,Sim,Sim,7,Não,Não,DSL,Sim,Sim,Sim,Não,Sim,Sim,Mensal,Não,Cheque via correio,58.85,465.7,1.96
0277-BKSQP,Sim,Masculino,Não,Sim,Sim,8,Sim,Não,DSL,Não,Não,Não,Não,Sim,Não,Mensal,Sim,Cheque eletrônico,54.4,475.1,1.81
0277-ORXQS,Sim,Masculino,Não,Sim,Sim,66,Não,Não,DSL,Não,Não,Não,Sim,Sim,Sim,Bienal,Não,Transferência bancária (automático),50.55,3364.55,1.68
0278-YXOOG,Não,Masculino,Não,Não,Não,5,Sim,Não,Sem serviço de internet,Não,Não,Não,Não,Não,Não,Mensal,Não,Cheque via correio,21.05,113.85,0.7
0280-XJGEX,Não,Masculino,Não,Não,Não,49,Sim,Sim,Fibra óptica,Não,Sim,Sim,Não,Sim,Sim,Mensal,Sim,Transferência bancária (automático),103.7,5036.3,3.46
0281-CNTZX,Sim,Masculino,Não,Sim,Não,63,Sim,Não,Sem serviço de internet,Não,Não,Não,Não,Não,Não,Bienal,Sim,Transferência bancária (automático),19.95,1234.8,0.66
0282-NVSJS,Sim,Feminino,Sim,Sim,Sim,12,Não,Não,DSL,Não,Não,Não,Sim,Não,Não,Mensal,Sim,Cheque via correio,29.3,355.9,0.98
0285-INHLN,Sim,Masculino,Não,Sim,Sim,27,Sim,Não,DSL,Sim,Sim,Não,Não,Não,Não,Mensal,Sim,Cartão de crédito (automático),54.75,1510.3,1.82
0289-IVARM,Sim,Feminino,Não,Não,Não,35,Sim,Não,DSL,Sim,Sim,Sim,Não,Não,Não,Mensal,Não,Cheque eletrônico,60.55,1982.6,2.02
0292-WEGCH,Sim,Feminino,Não,Sim,Sim,54,Sim,Sim,DSL,Não,Sim,Sim,Sim,Sim,Sim,Mensal,Sim,Cheque eletrônico,86.2,4524.05,2.87
0295-PPHDO,Não,Masculino,Não,Não,Não,1,Sim,Sim,Fibra óptica,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,Cheque eletrônico,95.45,95.45,3.18
0295-QVKPB,Sim,Masculino,Não,Não,Não,5,Sim,Não,DSL,Não,Não,Sim,Sim,Sim,Não,Mensal,Sim,Cartão de crédito (automático),63.95,318.1,2.13
0297-RBCSG,Sim,Masculino,Não,Não,Não,19,Sim,Não,DSL,Não,Sim,Não,Sim,Não,Sim,Anual,Sim,Transferência bancária (automático),65.35,1231.85,2.18
0298-XACET,Sim,Masculino,Não,Sim,Sim,52,Não,Não,DSL,Não,Sim,Sim,Sim,Sim,Não,Bienal,Não,Cheque via correio,50.2,2554.0,1.67
0301-FIDRB,Sim,Feminino,Não,Sim,Sim,72,Não,Não,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Bienal,Sim,Transferência bancária (automático),63.8,4684.3,2.13
0301-KOBTQ,Sim,Masculino,Não,Não,Não,32,Sim,Não,Sem serviço de internet,Não,Não,Não,Não,Não,Não,Bienal,Sim,Transferência bancária (automático),20.05,614.45,0.67
0302-JOIVN,Não,Feminino,Não,Sim,Não,8,Sim,Não,Fibra óptica,Não,Sim,Sim,Não,Sim,Sim,Mensal,Não,Cheque eletrônico,101.15,842.9,3.37
0303-UNCIP,Sim,Masculino,Não,Não,Não,41,Sim,Sim,DSL,Não,Não,Sim,Não,Não,Sim,Anual,Não,Cheque via correio,65.0,2531.8,2.17
0303-WMMRN,Sim,Masculino,Não,Não,Não,5,Sim,Não,Sem serviço de internet,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque via correio,19.25,86.05,0.64
0305-SQECB,Sim,Feminino,Não,Não,Sim,11,Não,Não,DSL,Sim,Não,Não,Sim,Não,Não,Anual,Sim,Cheque via correio,36.05,402.6,1.2
0306-JAELE,Não,Masculino,Não,Não,Não,5,Sim,Não,Fibra óptica,Não,Não,Não,Sim,Sim,Sim,Mensal,Sim,Cheque eletrônico,96.1,453.4,3.2
0307-BCOPK,Sim,Feminino,Não,Não,Não,16,Sim,Não,Sem serviço de internet,Não,Não,Não,Não,Não,Não,Anual,Não,Cheque via correio,19.05,326.65,0.64
0308-GIQJT,Sim,Masculino,Sim,Não,Não,71,Sim,Sim,Fibra óptica,Não,Sim,Não,Sim,Sim,Sim,Anual,Não,Transferência bancária (automático),105.75,7382.85,3.52
0308-IVGOK,Sim,Feminino,Não,Não,Não,11,Não,Não,DSL,Não,Sim,Sim,Sim,Não,Não,Anual,Sim,Cartão de crédito (automático),40.4,422.6,1.35
0310-MVLET,Não,Feminino,Não,Sim,Sim,61,Sim,Sim,Fibra óptica,Não,Sim,Não,Não,Sim,Sim,Mensal,Sim,Cheque eletrônico,99.15,6010.05,3.3
0310-SUCIN,Sim,Feminino,Não,Sim,Não,71,Sim,Não,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Anual,Sim,Transferência bancária (automático),84.8,6046.1,2.83
0310-VQXAM,Sim,Masculino,Não,Não,Não,9,Sim,Não,Sem serviço de internet,Não,Não,Não,Não,Não,Não,Mensal,Não,Cheque via correio,19.85,178.8,0.66
0311-QYWSS,Sim,Feminino,Não,Não,Não,6,Sim,Não,DSL,Sim,Não,Não,Não,Não,Não,Mensal,Sim,Cheque eletrônico,49.45,314.6,1.65
0311-UNPFF,Não,Feminino,Não,Não,Não,26,Sim,Não,Fibra óptica,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,Transferência bancária (automático),88.8,2274.35,2.96
0314-TKOSI,Sim,Feminino,Não,Não,Não,6,Sim,Não,DSL,Sim,Sim,Não,Não,Não,Não,Mensal,Não,Cheque via correio,55.15,322.9,1.84
0315-LVCRK,Sim,Masculino,Não,Não,Não,11,Sim,Não,Fibra óptica,Não,Não,Sim,Não,Não,Sim,Mensal,Não,Cheque eletrônico,84.8,888.75,2.83
0318-QUUOB,Não,Masculino,Não,Sim,Não,1,Sim,Não,Fibra óptica,Não,Não,Não,Não,Sim,Não,Mensal,Sim,Cheque eletrônico,80.55,80.55,2.68
0318-ZOPWS,Sim,Feminino,Não,Sim,Não,49,Sim,Não,Sem serviço de internet,Não,Não,Não,Não,Não,Não,Bienal,Sim,Transferência bancária (automático),20.15,973.35,0.67
0319-QZTCO,Sim,Feminino,Não,Sim,Sim,3,Sim,Não,DSL,Não,Sim,Não,Não,Sim,Não,Mensal,Sim,Cartão de crédito (automático),58.7,168.6,1.96
0320-DWVTU,Sim,Feminino,Não,Não,Não,53,Sim,Não,Fibra óptica,Sim,Sim,Sim,Sim,Não,Sim,Bienal,Não,Cheque via correio,99.5,5424.25,3.32
0320-JDNQG,Não,Masculino,Não,Sim,Sim,23,Sim,Não,Fibra óptica,Sim,Não,Não,Sim,Sim,Sim,Mensal,Sim,Cheque eletrônico,99.85,2331.3,3.33
0322-CHQRU,Não,Masculino,Não,Não,Não,2,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,Não,Cheque eletrônico,45.35,89.5,1.51
0322-YINQP,Não,Masculino,Não,Não,Não,1,Sim,Não,DSL,Sim,Não,Não,Não,Não,Não,Mensal,Sim,Cheque via correio,48.55,48.55,1.62
0323-XWWTN,Sim,Masculino,Não,Não,Sim,3,Sim,Sim,Sem serviço de internet,Não,Não,Não,Não,Não,Não,Bienal,Sim,Cheque via correio,26.4,121.25,0.88
0324-BRPCJ,Não,Feminino,Sim,Sim,Não,68,Sim,Sim,Fibra óptica,Não,Sim,Não,Não,Sim,Sim,Mensal,Sim,Cheque eletrônico,100.2,6851.65,3.34
0325-XBFAC,Não,Masculino,Não,Não,Não,8,Sim,Não,Fibra óptica,Não,Não,Sim,Não,Sim,Sim,Mensal,Sim,Cheque eletrônico,94.7,740.3,3.16
0326-VDYXE,Sim,Feminino,Não,Sim,Não,70,Sim,Sim,Fibra óptica,Não,Não,Sim,Não,Sim,Sim,Anual,Sim,Cheque eletrônico,97.65,6982.5,3.26
0327-WFZSY,Sim,Masculino,Não,Sim,Sim,39,Sim,Sim,Fibra óptica,Não,Não,Sim,Não,Sim,Sim,Anual,Não,Cheque eletrônico,100.0,3835.55,3.33
0328-GRPMV,Não,Feminino,Não,Não,Não,1,Sim,Não,Fibra óptica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque eletrônico,70.1,70.1,2.34
0329-GTIAJ,Não,Feminino,Não,Não,Não,3,Sim,Não,Fibra óptica,Não,Sim,Não,Sim,Sim,Sim,Mensal,Sim,Cheque eletrônico,97.9,315.3,3.26
0330-BGYZE,Sim,Masculino,Não,Sim,Não,60,Sim,Sim,Fibra óptica,Não,Sim,Sim,Não,Sim,Sim,Anual,Não,Transferência bancária (automático),102.5,6157.6,3.42
0330-IVZHA,Não,Feminino,Não,Sim,Não,5,Sim,Não,Fibra óptica,Não,Não,Não,Não,Não,Não,Mensal,Não,Cheque eletrônico,69.95,330.15,2.33
0334-GDDSO,Não,Masculino,Sim,Não,Não,3,Sim,Sim,Fibra óptica,Não,Sim,Não,Não,Não,Não,Mensal,Sim,Cheque eletrônico,81.35,233.7,2.71
0334-ZFJSR,Sim,Feminino,Não,Sim,Não,55,Sim,Sim,DSL,Sim,Sim,Não,Sim,Não,Não,Anual,Sim,Cartão de crédito (automático),66.05,3462.1,2.2
0336-KXKFK,Sim,Masculino,Não,Não,Não,72,Não,Não,DSL,Sim,Não,Sim,Sim,Sim,Sim,Bienal,Sim,Cartão de crédito (automático),61.2,4390.25,2.04
0336-PIKEI,Sim,Masculino,Sim,Sim,Não,72,Sim,Não,DSL,Sim,Sim,Sim,Sim,Sim,Não,Bienal,Não,Transferência bancária (automático),74.4,5360.75,2.48
0337-CNPZE,Não,Feminino,Não,Não,Não,41,Sim,Sim,Fibra óptica,Não,Sim,Sim,Não,Sim,Sim,Mensal,Sim,Cheque eletrônico,106.3,4443.45,3.54
0343-QLUZP,Sim,Masculino,Não,Não,Não,60,Não,Não,DSL,Sim,Sim,Sim,Não,Não,Não,Bienal,Não,Transferência bancária (automático),39.6,2424.5,1.32
0345-HKJVM,Não,Feminino,Não,Não,Não,6,Sim,Não,Fibra óptica,Não,Não,Não,Não,Sim,Sim,Mensal,Não,Cheque eletrônico,89.3,577.6,2.98
0345-XMMUG,Sim,Feminino,Não,Sim,Não,46,Sim,Sim,Fibra óptica,Não,Sim,Sim,Sim,Sim,Sim,Bienal,Sim,Cartão de crédito (automático),108.9,4854.3,3.63
0347-UBKUZ,Sim,Feminino,Não,Não,Não,15,Sim,Não,Sem serviço de internet,Não,Não,Não,Não,Não,Não,Mensal,Não,Cheque via correio,19.9,320.45,0.66
0348-SDKOL,Não,Feminino,Não,Sim,Não,58,Sim,Sim,Fibra óptica,Não,Não,Sim,Sim,Sim,Sim,Mensal,Sim,Cartão de crédito (automático),102.1,5885.4,3.4
0354-VXMJC,Sim,Masculino,Não,Sim,Sim,23,Sim,Não,Sem serviço de internet,Não,Não,Não,Não,Não,Não,Bienal,Não,Cartão de crédito (automático),19.6,426.65,0.65
0354-WYROK,Não,Feminino,Sim,Sim,Sim,31,Sim,Não,Fibra óptica,Não,Não,Sim,Sim,Sim,Sim,Mensal,Sim,Cheque eletrônico,98.9,2911.3,3.3
0356-ERHVT,Sim,Masculino,Não,Sim,Não,11,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,Sim,Transferência bancária (automático),45.9,521.9,1.53
0356-OBMAC,Sim,Feminino,Sim,Não,Não,56,Sim,Sim,Fibra óptica,Não,Sim,Sim,Sim,Sim,Não,Bienal,Sim,Transferência bancária (automático),99.9,5706.3,3.33
0357-NVCRI,Sim,Feminino,Não,Não,Sim,25,Sim,Não,Sem serviço de internet,Não,Não,Não,Não,Não,Não,Mensal,Não,Cartão de crédito (automático),20.05,471.7,0.67
0361-HJRDX,Sim,Feminino,Não,Não,Não,68,Não,Não,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Bienal,Não,Cartão de crédito (automático),64.35,4539.6,2.14
0362-RAOQO,Sim,Feminino,Não,Não,Não,40,Sim,Não,Sem serviço de internet,Não,Não,Não,Não,Não,Não,Bienal,Não,Cartão de crédito (automático),19.65,830.25,0.65
0362-ZBZWJ,Não,Masculino,Não,Não,Não,36,Sim,Sim,Fibra óptica,Não,Não,Não,Não,Não,Sim,Mensal,Sim,Cheque eletrônico,84.9,3067.2,2.83
0363-QJVFX,Não,Masculino,Não,Não,Não,32,Sim,Sim,Fibra óptica,Sim,Sim,Não,Sim,Sim,Sim,Mensal,Sim,Cartão de crédito (automático),108.15,3432.9,3.6
0363-SVHYR,Sim,Masculino,Não,Sim,Sim,71,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Bienal,Não,Transferência bancária (automático),86.85,6263.8,2.9
0365-BZUWY,Sim,Masculino,Não,Sim,Não,17,Sim,Sim,Fibra óptica,Não,Sim,Sim,Não,Sim,Sim,Mensal,Sim,Cheque eletrônico,102.55,1742.5,3.42
0365-GXEZS,Sim,Masculino,Não,Sim,Não,18,Sim,Não,Fibra óptica,Não,Não,Sim,Sim,Não,Não,Mensal,Não,Cheque eletrônico,78.2,1468.75,2.61
0365-TRTPY,Sim,Feminino,Não,Não,Não,37,Sim,Sim,Fibra óptica,Sim,Sim,Sim,Não,Não,Não,Mensal,Não,Transferência bancária (automático),91.2,3382.3,3.04
0366-NQSHS,Sim,Masculino,Não,Não,Não,2,Sim,Não,Sem serviço de internet,Não,Não,Não,Não,Não,Não,Mensal,Não,Cheque via correio,19.35,46.35,0.64
0369-ZGOVK,Sim,Feminino,Não,Sim,Sim,28,Sim,Não,Fibra óptica,Não,Não,Não,Não,Não,Não,Anual,Sim,Transferência bancária (automático),70.4,1992.2,2.35
0373-AIVNJ,Sim,Masculino,Não,Não,Não,9,Não,Não,DSL,Sim,Sim,Sim,Não,Não,Não,Anual,Não,Cheque via correio,39.55,373.0,1.32
0374-AACSZ,Sim,Feminino,Não,Não,Não,1,Sim,Não,DSL,Sim,Não,Não,Não,Não,Não,Mensal,Não,Cheque eletrônico,50.15,50.15,1.67
0374-FIUCA,Sim,Masculino,Não,Sim,Não,65,Sim,Não,Sem serviço de internet,Não,Não,Não,Não,Não,Não,Bienal,Sim,Cartão de crédito (automático),20.4,1414.45,0.68
0374-IOEGQ,Sim,Feminino,Não,Não,Não,3,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,Não,Cheque eletrônico,44.6,122.7,1.49
0375-HVGXO,Não,Feminino,Não,Não,Não,1,Não,Não,DSL,Não,Não,Não,Não,Sim,Não,Mensal,Sim,Cheque eletrônico,34.7,34.7,1.16
0376-OIWME,Sim,Masculino,Não,Sim,Não,36,Sim,Não,Fibra óptica,Sim,Não,Não,Não,Sim,Sim,Mensal,Sim,Cheque eletrônico,93.6,3366.05,3.12
0376-YMCJC,Não,Masculino,Não,Não,Não,23,Sim,Sim,Fibra óptica,Não,Não,Não,Sim,Sim,Não,Mensal,Sim,Cheque eletrônico,90.6,1943.2,3.02
0377-JBKKT,Sim,Masculino,Não,Sim,Sim,22,Sim,Não,DSL,Sim,Sim,Não,Sim,Não,Não,Mensal,Sim,Cheque via correio,57.95,1271.8,1.93
0378-CJKPV,Sim,Feminino,Não,Sim,Não,72,Sim,Sim,Fibra óptica,Sim,Sim,Sim,Sim,Sim,Sim,Bienal,Não,Cartão de crédito (automático),112.1,7965.95,3.74
0378-NHQXU,Não,Feminino,Não,Sim,Sim,17,Sim,Sim,Fibra óptica,Não,Não,Sim,Não,Sim,Não,Mensal,Não,Cheque eletrônico,88.25,1460.65,2.94
0378-TOVMS,Não,Feminino,Não,Não,Não,3,Sim,Não,Fibra óptica,Não,Não,Não,Sim,Não,Sim,Mensal,Não,Cheque eletrônico,85.8,272.2,2.86
0378-XSZPU,Não,Masculino,Não,Sim,Não,58,Sim,Não,DSL,Sim,Sim,Sim,Não,Não,Não,Anual,Não,Cartão de crédito (automático),60.3,3563.8,2.01
0379-DJQHR,Sim,Masculino,Não,Sim,Sim,67,Sim,Não,DSL,Sim,Sim,Sim,Não,Sim,Sim,Bienal,Não,Cartão de crédito (automático),81.35,5398.6,2.71
0380-NEAVX,Sim,Masculino,Sim,Não,Não,34,Sim,Não,Fibra óptica,Não,Sim,Sim,Não,Sim,Sim,Anual,Sim,Cheque eletrônico,99.85,3343.15,3.33
0380-ZCSBI,Sim,Masculino,Não,Não,Não,10,Sim,Não,Sem serviço de internet,Não,Não,Não,Não,Não,Não,Mensal,Não,Cartão de crédito (automático),20.0,198.7,0.67
0383-CLDDA,Sim,Feminino,Não,Não,Não,69,Sim,Sim,DSL,Sim,Não,Sim,Sim,Sim,Sim,Bienal,Sim,Cartão de crédito (automático),85.35,5897.4,2.84
0384-LPITE,Sim,Masculino,Não,Não,Não,40,Não,Não,DSL,Sim,Sim,Sim,Não,Sim,Sim,Anual,Não,Cartão de crédito (automático),62.05,2511.55,2.07
0384-RVBPI,Sim,Masculino,Não,Não,Não,20,Sim,Não,DSL,Sim,Não,Sim,Não,Não,Sim,Mensal,Não,Cartão de crédito (automático),64.4,1398.6,2.15
0386-CWRGM,Sim,Feminino,Não,Sim,Sim,46,Sim,Não,Sem serviço de internet,Não,Não,Não,Não,Não,Não,Bienal,Não,Cheque via correio,19.4,967.85,0.65
0388-EOPEX,Não,Feminino,Não,Sim,Não,2,Sim,Não,Fibra óptica,Sim,Não,Não,Não,Não,Não,Mensal,Sim,Cheque eletrônico,74.4,139.4,2.48
0390-DCFDQ,Não,Feminino,Sim,Sim,Não,1,Sim,Não,Fibra óptica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque via correio,70.45,70.45,2.35
0392-BZIUW,Sim,Feminino,Não,Sim,Não,72,Sim,Sim,Fibra óptica,Sim,Não,Sim,Não,Sim,Sim,Bienal,Sim,Cartão de crédito (automático),105.0,7589.8,3.5
0394-YONDK,Sim,Masculino,Não,Sim,Sim,70,Sim,Sim,Sem serviço de internet,Não,Não,Não,Não,Não,Não,Bienal,Não,Cartão de crédito (automático),25.15,1790.15,0.84
0396-HUJBP,Sim,Feminino,Não,Não,Não,2,Sim,Não,Sem serviço de internet,Não,Não,Não,Não,Não,Não,Mensal,Não,Cheque via correio,19.3,44.4,0.64
0396-UKGAI,Sim,Masculino,Não,Não,Sim,23,Sim,Não,DSL,Não,Sim,Não,Sim,Não,Não,Mensal,Sim,Transferência bancária (automático),55.3,1284.2,1.84
0396-YCHWO,Sim,Masculino,Não,Sim,Não,36,Sim,Sim,Fibra óptica,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,Cheque eletrônico,95.4,3474.2,3.18
0397-GZBBC,Não,Masculino,Sim,Sim,Não,59,Sim,Sim,Fibra óptica,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,Transferência bancária (automático),93.85,5574.75,3.13
0397-ZXWQF,Sim,Masculino,Não,Não,Não,67,Sim,Não,Sem serviço de internet,Não,Não,Não,Não,Não,Não,Bienal,Não,Transferência bancária (automático),20.5,1430.95,0.68
0401-WDBXM,Sim,Masculino,Não,Sim,Sim,72,Sim,Sim,Fibra óptica,Sim,Não,Sim,Não,Sim,Sim,Bienal,Sim,Transferência bancária (automático),105.55,7542.25,3.52
0402-CQAJN,Não,Feminino,Não,Não,Não,37,Sim,Sim,Fibra óptica,Não,Sim,Sim,Não,Sim,Sim,Mensal,Sim,Transferência bancária (automático),101.9,3545.35,3.4
0402-OAMEN,Sim,Feminino,Não,Sim,Sim,72,Sim,Sim,Sem serviço de internet,Não,Não,Não,Não,Não,Não,Bienal,Não,Transferência bancária (automático),24.45,1709.1,0.82
0404-AHASP,Sim,Masculino,Não,Sim,Não,72,Sim,Não,Sem serviço de internet,Não,Não,Não,Não,Não,Não,Bienal,Não,Cartão de crédito (automático),19.7,1421.9,0.66
0404-SWRVG,Não,Masculino,Não,Não,Não,3,Sim,Sim,Fibra óptica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque eletrônico,74.4,229.55,2.48
0406-BPDVR,Não,Feminino,Sim,Sim,Não,54,Sim,Sim,Fibra óptica,Não,Sim,Não,Não,Sim,Sim,Anual,Sim,Cartão de crédito (automático),101.5,5373.1,3.38
0407-BDJKB,Não,Masculino,Não,Sim,Não,60,Sim,Sim,Fibra óptica,Não,Sim,Sim,Não,Sim,Não,Mensal,Sim,Cheque eletrônico,95.75,5742.9,3.19
0409-WTMPL,Sim,Feminino,Não,Sim,Não,58,Sim,Sim,Fibra óptica,Sim,Sim,Sim,Não,Sim,Sim,Anual,Sim,Cartão de crédito (automático),110.65,6526.65,3.69
0410-IPFTY,Sim,Feminino,Não,Sim,Não,31,Sim,Não,Fibra óptica,Não,Sim,Não,Não,Não,Sim,Mensal,Sim,Transferência bancária (automático),83.85,2674.15,2.8
0411-EZJZE,Sim,Feminino,Não,Não,Não,3,Sim,Sim,DSL,Não,Não,Não,Não,Sim,Não,Mensal,Sim,Cheque eletrônico,60.25,170.5,2.01
0412-UCCNP,Sim,Masculino,Não,Não,Não,55,Sim,Não,DSL,Sim,Não,Sim,Sim,Não,Não,Bienal,Sim,Cheque eletrônico,59.2,3175.85,1.97
0415-MOSGF,Não,Feminino,Não,Não,Não,1,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,Não,Cheque via correio,44.4,44.4,1.48
0419-YAAPX,Sim,Masculino,Não,Sim,Não,49,Sim,Não,Fibra óptica,Não,Sim,Não,Não,Sim,Não,Mensal,Sim,Cartão de crédito (automático),85.3,4297.95,2.84
0420-BWTPW,Não,Masculino,Não,Não,Sim,8,Não,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,Não,Cheque via correio,25.5,215.2,0.85
0420-HLGXF,Sim,Feminino,Sim,Não,Não,39,Sim,Sim,Fibra óptica,Não,Não,Sim,Não,Sim,Sim,Mensal,Sim,Cheque eletrônico,99.75,4036.0,3.32
0420-TXVSG,Sim,Masculino,Não,Sim,Não,66,Sim,Sim,DSL,Sim,Sim,Sim,Não,Não,Não,Bienal,Sim,Cartão de crédito (automático),66.1,4428.45,2.2
